0	1	2	3	4	phrase	tower	unit
737	980	896萬	2011		1	2	ND
737	980	892萬	2011		1	2	ND
737	980	891萬	2011		1	2	ND
737	980	887萬	2011		1	2	ND
737	980	886萬	2011		1	2	ND
739	980	884萬	2011		1	2	ND
739	980	882萬	2011		1	2	ND
739	980	1,088萬	2017	23.5%	1	2	ND
739	980	888萬	2013	1.0%	1	2	ND
739	980	1,078萬	2011		1	2	ND
739	980	876萬	2011		1	2	ND
739	980	874萬	2011		1	2	ND
739	980	810萬	2014	7.0%	1	2	ND
739	980	869萬	2011		1	2	ND
739	980	868萬	2011		1	2	ND
739	980	866萬	2011		1	2	ND
739	980	880萬	2014	1.8%	1	2	ND
739	980	863萬	2011		1	2	ND
739	980	859萬	2011		1	2	ND
739	980	849萬	2011		1	2	ND
739	980	849萬	2011		1	2	ND
739	980	1,045萬	2017	23.5%	1	2	ND
739	980	845萬	2011		1	2	ND
739	980	843萬	2011		1	2	ND
739	980	845萬	2014	0.5%	1	2	ND
739	980	892萬	2016	6.3%	1	2	ND
739	980	893萬	2016	6.6%	1	2	ND
739	980	836萬	2011		1	2	ND
739	980	836萬	2011		1	2	ND
739	980	833萬	2011		1	2	ND
739	980	831萬	2011		1	2	ND
739	980	822萬	2014	0.9%	1	2	ND
739	980	828萬	2011		1	2	ND
739	980	826萬	2011		1	2	ND
739	980	825萬	2011		1	2	ND
739	980	823萬	2011		1	2	ND
739	980	880萬	2018	6.9%	1	2	ND
739	980	821萬	2011		1	2	ND
739	980	820萬	2011		1	2	ND
739	980	816萬	2011		1	2	ND
739	980	810萬	2011		1	2	ND
718	953	870萬	2010		1	2	ND
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	3	SA
677	903	797萬	2011		1	3	SA
677	903	738萬	2010		1	3	SA
677	903	880萬	2015	19.7%	1	3	SA
677	903	734萬	2010		1	3	SA
677	903	731萬	2010		1	3	SA
677	903	729萬	2010		1	3	SA
679	903	713萬	2010		1	3	SA
679	903	711萬	2010		1	3	SA
679	903	710萬	2010		1	3	SA
679	903	788萬	2015	9.0%	1	3	SA
679	903	707萬	2010		1	3	SA
679	903	705萬	2010		1	3	SA
679	903	1,230萬	2018	57.1%	1	3	SA
679	903	701萬	2010		1	3	SA
679	903	714萬	2010		1	3	SA
679	903	723萬	2013	1.5%	1	3	SA
679	903	711萬	2010		1	3	SA
679	903	709萬	2010		1	3	SA
679	903	708萬	2010		1	3	SA
679	903	692萬	2010		1	3	SA
679	903	690萬	2010		1	3	SA
679	903	690萬	2010		1	3	SA
679	903	777萬	2014	10.7%	1	3	SA
679	903	686萬	2010		1	3	SA
679	903	1,050萬	2019	50.3%	1	3	SA
679	903	938萬	2017	34.6%	1	3	SA
679	903	620萬	2011	10.9%	1	3	SA
679	903	680萬	2010		1	3	SA
679	903	678萬	2010		1	3	SA
679	903	693萬	2010		1	3	SA
679	903	780萬	2012	13.2%	1	3	SA
679	903	735萬	2014	6.8%	1	3	SA
679	903	686萬	2010		1	3	SA
679	903	685萬	2010		1	3	SA
679	903	683萬	2010		1	3	SA
679	903	668萬	2010		1	3	SA
679	903	750萬	2014	10.3%	1	3	SA
679	903	666萬	2010		1	3	SA
679	903	760萬	2013	14.3%	1	3	SA
679	903	677萬	2010		1	3	SA
679	903	674萬	2010		1	3	SA
679	903	721萬	2011		1	3	SA
658	875	870萬	2015	29.0%	1	3	SA
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	3	SB
785	1030	790萬	2010		1	3	SB
785	1030	806萬	2010		1	3	SB
785	1030	787萬	2010		1	3	SB
785	1030	802萬	2010		1	3	SB
785	1030	799萬	2010		1	3	SB
785	1030	781萬	2010		1	3	SB
785	1030	710萬	2011	10.8%	1	3	SB
785	1030	778萬	2010		1	3	SB
785	1030	793萬	2010		1	3	SB
785	1030	970萬	2016	22.6%	1	3	SB
785	1030	790萬	2011	0.1%	1	3	SB
785	1030	788萬	2010		1	3	SB
785	1030	787萬	2010		1	3	SB
785	1030	855萬	2014	9.1%	1	3	SB
785	1030	800萬	2012	4.5%	1	3	SB
785	1030	988萬	2016	26.6%	1	3	SB
785	1030	881萬	2016	13.1%	1	3	SB
785	1030	850萬	2016	10.4%	1	3	SB
785	1030	760萬	2010		1	3	SB
785	1030	774萬	2010		1	3	SB
785	1030	773萬	2010		1	3	SB
785	1030	773萬	2010		1	3	SB
785	1030	960萬	2017	27.3%	1	3	SB
785	1030	768萬	2010		1	3	SB
785	1030	767萬	2010		1	3	SB
785	1030	765萬	2010		1	3	SB
785	1030	764萬	2010		1	3	SB
785	1030	762萬	2010		1	3	SB
785	1030	745萬	2010		1	3	SB
785	1030	760萬	2010		1	3	SB
785	1030	757萬	2010		1	3	SB
785	1030	756萬	2010		1	3	SB
785	1030	754萬	2010		1	3	SB
785	1030	737萬	2010		1	3	SB
785	1030	751萬	2010		1	3	SB
785	1030	750萬	2010		1	3	SB
785	1030	748萬	2010		1	3	SB
785	1030	880萬	2016	17.6%	1	3	SB
785	1030	747萬	2010		1	3	SB
785	1030	693萬	2011	7.0%	1	3	SB
785	1030	727萬	2010		1	3	SB
785	1030	867萬	2015	9.2%	1	3	SB
785	1030	784萬	2011		1	3	SB
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	3	SC
959	1273	1,171萬	2010		1	3	SC
959	1273	1,171萬	2010		1	3	SC
959	1273	1,195萬	2014	2.4%	1	3	SC
959	1273	1,165萬	2010		1	3	SC
959	1273	1,068萬	2014	8.0%	1	3	SC
959	1273	1,221萬	2010		1	3	SC
959	1273	1,219萬	2010		1	3	SC
959	1273	1,155萬	2010		1	3	SC
959	1273	1,190萬	2010		1	3	SC
959	1273	1,183萬	2015	2.5%	1	3	SC
959	1273	1,650萬	2018	39.1%	1	3	SC
959	1273	1,466萬	2017	23.8%	1	3	SC
959	1273	1,182萬	2010		1	3	SC
959	1273	1,178萬	2010		1	3	SC
959	1273	1,228萬	2016	2.3%	1	3	SC
959	1273	1,198萬	2010		1	3	SC
959	1273	1,196萬	2010		1	3	SC
959	1273	1,250萬	2015	4.7%	1	3	SC
959	1273	1,750萬	2018	46.8%	1	3	SC
959	1273	980萬	2012	13.1%	1	3	SC
959	1273	1,588萬	2018	38.0%	1	3	SC
959	1273	1,130萬	2014	1.3%	1	3	SC
959	1273	1,171萬	2010		1	3	SC
959	1273	1,150萬	2015	1.6%	1	3	SC
959	1273	1,200萬	2016	2.9%	1	3	SC
959	1273	1,141萬	2010		1	3	SC
959	1273	1,103萬	2010		1	3	SC
959	1273	1,160萬	2010		1	3	SC
959	1273	1,538萬	2018	44.5%	1	3	SC
959	1273	1,099萬	2010		1	3	SC
959	1273	1,095萬	2010		1	3	SC
959	1273	1,283萬	2016	21.3%	1	3	SC
959	1273	1,056萬	2011		1	3	SC
959	1273	1,053萬	2011		1	3	SC
959	1273	1,200萬	2018	14.2%	1	3	SC
959	1273	1,085萬	2010		1	3	SC
959	1273	1,083萬	2010		1	3	SC
959	1273	1,083萬	2010		1	3	SC
959	1273	1,100萬	2017	5.3%	1	3	SC
959	1273	1,043萬	2011		1	3	SC
959	1273	1,038萬	2011		1	3	SC
959	1273	1,030萬	2011		1	3	SC
959	1273	949萬	2012		1	3	SC
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	3	SD
737	980	906萬	2011		1	3	SD
737	980	890萬	2014	1.8%	1	3	SD
737	980	903萬	2011		1	3	SD
737	980	901萬	2011		1	3	SD
737	980	900萬	2013	0.2%	1	3	SD
737	980	942萬	2010		1	3	SD
739	980	940萬	2010		1	3	SD
739	980	893萬	2011		1	3	SD
739	980	920萬	2013	3.5%	1	3	SD
739	980	890萬	2011		1	3	SD
739	980	934萬	2010		1	3	SD
739	980	885萬	2010		1	3	SD
739	980	931萬	2010		1	3	SD
739	980	1,308萬	2018	48.6%	1	3	SD
739	980	879萬	2010		1	3	SD
739	980	877萬	2010		1	3	SD
739	980	923萬	2010		1	3	SD
739	980	874萬	2010		1	3	SD
739	980	873萬	2010		1	3	SD
739	980	870萬	2010		1	3	SD
739	980	861萬	2010		1	3	SD
739	980	848萬	2014	1.5%	1	3	SD
739	980	904萬	2010		1	3	SD
739	980	884萬	2010		1	3	SD
739	980	855萬	2010		1	3	SD
739	980	880萬	2014	3.1%	1	3	SD
739	980	852萬	2010		1	3	SD
739	980	875萬	2014	2.9%	1	3	SD
739	980	849萬	2010		1	3	SD
739	980	894萬	2010		1	3	SD
739	980	846萬	2010		1	3	SD
739	980	844萬	2010		1	3	SD
739	980	843萬	2010		1	3	SD
739	980	887萬	2010		1	3	SD
739	980	837萬	2011		1	3	SD
739	980	828萬	2014	4.3%	1	3	SD
739	980	834萬	2011		1	3	SD
739	980	834萬	2011		1	3	SD
739	980	900萬	2015	7.7%	1	3	SD
739	980	830萬	2011		1	3	SD
739	980	827萬	2011		1	3	SD
739	980	820萬	2011		1	3	SD
718	953	805萬	2011	7.5%	1	3	SD
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	3	NA
675	901	785萬	2011		1	3	NA
675	901	728萬	2010		1	3	NA
675	901	725萬	2010		1	3	NA
675	901	723萬	2010		1	3	NA
675	901	720萬	2010		1	3	NA
675	901	888萬	2016	18.7%	1	3	NA
677	901	717萬	2010		1	3	NA
677	901	715萬	2010		1	3	NA
677	901	699萬	2010		1	3	NA
677	901	698萬	2010		1	3	NA
677	901	711萬	2010		1	3	NA
677	901	695萬	2010		1	3	NA
677	901	1,038萬	2017	32.4%	1	3	NA
677	901	690萬	2010		1	3	NA
677	901	689萬	2010		1	3	NA
677	901	1,028萬	2017	49.6%	1	3	NA
677	901	1,030萬	2017	37.3%	1	3	NA
677	901	699萬	2010		1	3	NA
677	901	683萬	2010		1	3	NA
677	901	900萬	2016	32.1%	1	3	NA
677	901	680萬	2010		1	3	NA
677	901	678萬	2011	2.3%	1	3	NA
677	901	670萬	2011	3.0%	1	3	NA
677	901	780萬	2013	13.2%	1	3	NA
677	901	674萬	2010		1	3	NA
677	901	686萬	2010		1	3	NA
677	901	685萬	2010		1	3	NA
677	901	669萬	2010		1	3	NA
677	901	668萬	2010		1	3	NA
677	901	682萬	2010		1	3	NA
677	901	665萬	2010		1	3	NA
677	901	677萬	2010		1	3	NA
677	901	662萬	2010		1	3	NA
677	901	674萬	2010		1	3	NA
677	901	650萬	2011	3.1%	1	3	NA
677	901	668萬	2010		1	3	NA
677	901	666萬	2010		1	3	NA
677	901	653萬	2010		1	3	NA
677	901	717萬	2011	10.1%	1	3	NA
677	901	663萬	2010		1	3	NA
677	901	647萬	2010		1	3	NA
677	901	706萬	2011		1	3	NA
656	874	661萬	2010		1	3	NA
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	3	NB
785	1030	790萬	2010		1	3	NB
785	1030	790萬	2010		1	3	NB
785	1030	900萬	2015	14.4%	1	3	NB
785	1030	802萬	2010		1	3	NB
785	1030	940萬	2017	20.1%	1	3	NB
785	1030	797萬	2010		1	3	NB
785	1030	845萬	2013	8.4%	1	3	NB
785	1030	794萬	2010		1	3	NB
785	1030	793萬	2010		1	3	NB
785	1030	775萬	2010		1	3	NB
785	1030	773萬	2010		1	3	NB
785	1030	990萬	2015	28.3%	1	3	NB
785	1030	770萬	2010		1	3	NB
785	1030	942萬	2016	5.8%	1	3	NB
785	1030	785萬	2011	0.4%	1	3	NB
785	1030	1,165萬	2017	52.4%	1	3	NB
785	1030	1,156萬	2017	48.4%	1	3	NB
785	1030	777萬	2010		1	3	NB
785	1030	776萬	2010		1	3	NB
785	1030	835萬	2012	7.9%	1	3	NB
785	1030	875萬	2016	13.3%	1	3	NB
785	1030	773萬	2010		1	3	NB
785	1030	780萬	2012	1.4%	1	3	NB
785	1030	1,098萬	2017	43.0%	1	3	NB
785	1030	830萬	2013	8.3%	1	3	NB
785	1030	765萬	2010		1	3	NB
785	1030	880萬	2016	15.3%	1	3	NB
785	1030	762萬	2010		1	3	NB
785	1030	800萬	2012	5.2%	1	3	NB
785	1030	760萬	2010		1	3	NB
785	1030	899萬	2016	6.0%	1	3	NB
785	1030	940萬	2016	24.4%	1	3	NB
785	1030	739萬	2010		1	3	NB
785	1030	753萬	2010		1	3	NB
785	1030	744萬	2010		1	3	NB
785	1030	725萬	2010		1	3	NB
785	1030	908萬	2016	22.9%	1	3	NB
785	1030	739萬	2010		1	3	NB
785	1030	722萬	2010		1	3	NB
785	1030	721萬	2010		1	3	NB
785	1030	718萬	2010		1	3	NB
785	1030	784萬	2011		1	3	NB
785	1030	774萬	2011		1	3	NB
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	3	NC
842	1103	1,107萬	2010		1	3	NC
842	1103	1,051萬	2010		1	3	NC
842	1103	1,047萬	2010		1	3	NC
842	1103	1,046萬	2010		1	3	NC
842	1103	1,048萬	2015	4.5%	1	3	NC
842	1103	1,040萬	2010		1	3	NC
842	1103	960萬	2014	7.5%	1	3	NC
842	1103	1,037萬	2010		1	3	NC
842	1103	958萬	2014	12.1%	1	3	NC
842	1103	1,088萬	2010		1	3	NC
842	1103	958萬	2013	7.1%	1	3	NC
842	1103	1,370萬	2019	33.1%	1	3	NC
842	1103	1,028萬	2010		1	3	NC
842	1103	1,024萬	2010		1	3	NC
842	1103	1,022萬	2010		1	3	NC
842	1103	1,020萬	2010		1	3	NC
842	1103	1,019萬	2010		1	3	NC
842	1103	1,017萬	2010		1	3	NC
842	1103	1,015萬	2010		1	3	NC
842	1103	1,068萬	2010		1	3	NC
842	1103	1,050萬	2015	3.8%	1	3	NC
842	1103	808萬	2012	24.2%	1	3	NC
842	1103	1,010萬	2016	0.2%	1	3	NC
842	1103	1,050萬	2015	4.4%	1	3	NC
842	1103	930萬	2012	12.1%	1	3	NC
842	1103	1,002萬	2010		1	3	NC
842	1103	980萬	2016	2.0%	1	3	NC
842	1103	999萬	2010		1	3	NC
842	1103	997萬	2010		1	3	NC
842	1103	997萬	2010		1	3	NC
842	1103	993萬	2010		1	3	NC
842	1103	992萬	2010		1	3	NC
842	1103	1,043萬	2010		1	3	NC
842	1103	988萬	2010		1	3	NC
842	1103	974萬	2011		1	3	NC
842	1103	1,037萬	2010		1	3	NC
842	1103	983萬	2010		1	3	NC
842	1103	983萬	2010		1	3	NC
842	1103	981萬	2010		1	3	NC
842	1103	979萬	2010		1	3	NC
842	1103	962萬	2011		1	3	NC
842	1103	954萬	2011		1	3	NC
842	1103	862萬	2012		1	3	NC
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	3	ND
737	980	905萬	2011		1	3	ND
737	980	905萬	2011		1	3	ND
737	980	1,138萬	2017	26.7%	1	3	ND
737	980	926萬	2010		1	3	ND
737	980	896萬	2011		1	3	ND
737	980	895萬	2011		1	3	ND
739	980	1,253萬	2018	40.7%	1	3	ND
739	980	937萬	2010		1	3	ND
739	980	888萬	2010		1	3	ND
739	980	886萬	2010		1	3	ND
739	980	885萬	2010		1	3	ND
739	980	883萬	2010		1	3	ND
739	980	882萬	2010		1	3	ND
739	980	879萬	2010		1	3	ND
739	980	877萬	2010		1	3	ND
739	980	876萬	2010		1	3	ND
739	980	874萬	2010		1	3	ND
739	980	920萬	2010		1	3	ND
739	980	918萬	2010		1	3	ND
739	980	870萬	2010		1	3	ND
739	980	1,220萬	2017	40.5%	1	3	ND
739	980	868萬	2010		1	3	ND
739	980	865萬	2010		1	3	ND
739	980	1,186萬	2018	37.3%	1	3	ND
739	980	862萬	2010		1	3	ND
739	980	861萬	2010		1	3	ND
739	980	859萬	2010		1	3	ND
739	980	858萬	2010		1	3	ND
739	980	820萬	2014	9.1%	1	3	ND
739	980	856萬	2010		1	3	ND
739	980	880萬	2015	3.1%	1	3	ND
739	980	1,180萬	2018	34.2%	1	3	ND
739	980	850萬	2010		1	3	ND
739	980	894萬	2010		1	3	ND
739	980	1,050萬	2019	20.0%	1	3	ND
739	980	846萬	2010		1	3	ND
739	980	844萬	2010		1	3	ND
739	980	890萬	2010		1	3	ND
739	980	859萬	2014	2.2%	1	3	ND
739	980	839萬	2011		1	3	ND
739	980	1,030萬	2017	23.3%	1	3	ND
739	980	829萬	2011		1	3	ND
718	953	880萬	2010		1	3	ND
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	4	SA
					1	4	SA
677	902	785萬	2011		1	4	SA
677	902	622萬	2011	14.5%	1	4	SA
677	902	682萬	2011	5.9%	1	4	SA
677	902	722萬	2010		1	4	SA
677	902	890萬	2015	23.6%	1	4	SA
679	903	745萬	2013	3.7%	1	4	SA
679	903	717萬	2010		1	4	SA
679	903	715萬	2010		1	4	SA
679	903	714萬	2010		1	4	SA
679	903	712萬	2010		1	4	SA
679	903	711萬	2010		1	4	SA
679	903	970萬	2019	36.8%	1	4	SA
679	903	706萬	2010		1	4	SA
679	903	705萬	2010		1	4	SA
679	903	703萬	2010		1	4	SA
679	903	702萬	2010		1	4	SA
679	903	700萬	2010		1	4	SA
679	903	718萬	2012	2.8%	1	4	SA
679	903	697萬	2010		1	4	SA
679	903	696萬	2010		1	4	SA
679	903	977萬	2017	40.5%	1	4	SA
679	903	790萬	2014	14.1%	1	4	SA
679	903	815萬	2014	20.4%	1	4	SA
679	903	870萬	2016	26.2%	1	4	SA
679	903	1,048萬	2018	52.3%	1	4	SA
679	903	686萬	2010		1	4	SA
679	903	900萬	2017	31.4%	1	4	SA
679	903	758萬	2012	10.9%	1	4	SA
679	903	669萬	2010	2.0%	1	4	SA
679	903	680萬	2010		1	4	SA
679	903	679萬	2010		1	4	SA
679	903	750萬	2014	10.8%	1	4	SA
679	903	662萬	2010		1	4	SA
679	903	750萬	2013	11.5%	1	4	SA
679	903	736萬	2013	9.9%	1	4	SA
679	903	733萬	2013	9.4%	1	4	SA
679	903	648萬	2010		1	4	SA
679	903	660萬	2010		1	4	SA
679	903	760萬	2016	15.4%	1	4	SA
679	903	685萬	2014	4.5%	1	4	SA
679	903	701萬	2011		1	4	SA
658	875	1,200萬	2018	60.4%	1	4	SA
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	4	SB
					1	4	SB
785	1030	832萬	2012	5.5%	1	4	SB
785	1030	1,030萬	2017	28.0%	1	4	SB
785	1030	923萬	2015	15.1%	1	4	SB
785	1030	782萬	2010		1	4	SB
785	1030	988萬	2017	23.9%	1	4	SB
785	1030	779萬	2010		1	4	SB
785	1030	794萬	2010		1	4	SB
785	1030	1,020萬	2017	28.7%	1	4	SB
785	1030	850萬	2016	9.7%	1	4	SB
785	1030	790萬	2010		1	4	SB
785	1030	772萬	2010		1	4	SB
785	1030	906萬	2015	15.2%	1	4	SB
785	1030	880萬	2016	12.3%	1	4	SB
785	1030	782萬	2010		1	4	SB
785	1030	780萬	2010		1	4	SB
785	1030	875萬	2016	12.4%	1	4	SB
785	1030	801萬	2012	3.1%	1	4	SB
785	1030	796萬	2013	2.6%	1	4	SB
785	1030	842萬	2013	8.7%	1	4	SB
785	1030	757萬	2010		1	4	SB
785	1030	773萬	2010		1	4	SB
785	1030	754萬	2010		1	4	SB
785	1030	933萬	2015	24.0%	1	4	SB
785	1030	751萬	2010		1	4	SB
785	1030	845萬	2013	12.8%	1	4	SB
785	1030	748萬	2010		1	4	SB
785	1030	1,130萬	2017	48.3%	1	4	SB
785	1030	760萬	2010		1	4	SB
785	1030	745萬	2010		1	4	SB
785	1030	742萬	2010		1	4	SB
785	1030	850萬	2016	14.8%	1	4	SB
785	1030	754萬	2010		1	4	SB
785	1030	753萬	2010		1	4	SB
785	1030	744萬	2010		1	4	SB
785	1030	1,130萬	2017	50.1%	1	4	SB
785	1030	753萬	2010		1	4	SB
785	1030	753萬	2010		1	4	SB
785	1030	737萬	2010		1	4	SB
785	1030	753萬	2010		1	4	SB
785	1030	795萬	2014	5.6%	1	4	SB
785	1030	784萬	2011		1	4	SB
785	1030	774萬	2011		1	4	SB
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	4	SC
					1	4	SC
1539	2060	2,366萬	2012		1	4	SC
958	1273	1,209萬	2010		1	4	SC
958	1273	1,270萬	2010		1	4	SC
958	1273	1,201萬	2010		1	4	SC
958	1273	1,199萬	2010		1	4	SC
958	1273	1,166萬	2011	2.7%	1	4	SC
959	1273	1,215萬	2015	1.6%	1	4	SC
959	1273	1,168萬	2016	7.1%	1	4	SC
959	1273	1,191萬	2010		1	4	SC
959	1273	1,180萬	2013	0.8%	1	4	SC
959	1273	1,200萬	2011	4.1%	1	4	SC
959	1273	1,185萬	2010		1	4	SC
959	1273	1,181萬	2010		1	4	SC
959	1273	1,146萬	2015	2.8%	1	4	SC
959	1273	1,177萬	2010		1	4	SC
959	1273	1,175萬	2010		1	4	SC
959	1273	1,173萬	2010		1	4	SC
959	1273	1,171萬	2010		1	4	SC
959	1273	1,232萬	2010		1	4	SC
959	1273	1,167萬	2010		1	4	SC
959	1273	1,238萬	2015	6.1%	1	4	SC
959	1273	1,163萬	2010		1	4	SC
959	1273	1,161萬	2010		1	4	SC
959	1273	1,160萬	2013	0.1%	1	4	SC
959	1273	1,157萬	2010		1	4	SC
959	1273	1,155萬	2010		1	4	SC
959	1273	1,118萬	2011		1	4	SC
959	1273	1,116萬	2011		1	4	SC
959	1273	1,151萬	2010		1	4	SC
959	1273	1,209萬	2010		1	4	SC
959	1273	1,207萬	2010		1	4	SC
959	1273	1,373萬	2017	20.1%	1	4	SC
959	1273	1,141萬	2010		1	4	SC
959	1273	1,098萬	2014	3.6%	1	4	SC
959	1273	1,101萬	2011		1	4	SC
959	1273	1,099萬	2011		1	4	SC
959	1273	1,350萬	2017	22.9%	1	4	SC
959	1273	1,096萬	2011		1	4	SC
959	1273	1,094萬	2011		1	4	SC
959	1273	1,090萬	2011		1	4	SC
959	1273	1,081萬	2011		1	4	SC
959	1273	1,418萬	2018	54.2%	1	4	SC
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	4	SD
					1	4	SD
737	980	1,400萬	2018	48.6%	1	4	SD
737	980	942萬	2010		1	4	SD
737	980	958萬	2010		1	4	SD
737	980	906萬	2010		1	4	SD
737	980	1,017萬	2015	12.4%	1	4	SD
739	980	1,400萬	2018	55.0%	1	4	SD
739	980	902萬	2010		1	4	SD
739	980	878萬	2011	7.5%	1	4	SD
739	980	899萬	2010		1	4	SD
739	980	1,120萬	2018	24.8%	1	4	SD
739	980	896萬	2010		1	4	SD
739	980	894萬	2010		1	4	SD
739	980	891萬	2010		1	4	SD
739	980	890萬	2010		1	4	SD
739	980	888萬	2010		1	4	SD
739	980	887萬	2010		1	4	SD
739	980	885萬	2010		1	4	SD
739	980	855萬	2014	2.3%	1	4	SD
739	980	930萬	2010		1	4	SD
739	980	960萬	2015	9.0%	1	4	SD
739	980	881萬	2010		1	4	SD
739	980	900萬	2016	2.5%	1	4	SD
739	980	850萬	2012	3.0%	1	4	SD
739	980	985萬	2016	6.8%	1	4	SD
739	980	1,430萬	2018	63.7%	1	4	SD
739	980	919萬	2010		1	4	SD
739	980	870萬	2010		1	4	SD
739	980	869萬	2010		1	4	SD
739	980	1,238萬	2019	47.4%	1	4	SD
739	980	866萬	2010		1	4	SD
739	980	864萬	2010		1	4	SD
739	980	863萬	2010		1	4	SD
739	980	861萬	2010		1	4	SD
739	980	906萬	2010		1	4	SD
739	980	905萬	2010		1	4	SD
739	980	1,350萬	2018	57.5%	1	4	SD
739	980	945萬	2015	10.3%	1	4	SD
739	980	880萬	2015	2.9%	1	4	SD
739	980	854萬	2010		1	4	SD
739	980	897萬	2010		1	4	SD
739	980	850萬	2011		1	4	SD
718	953	875萬	2015	2.9%	1	4	SD
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	4	NA
					1	4	NA
675	901	1,000萬	2019	26.0%	1	4	NA
675	901	772萬	2010		1	4	NA
675	901	1,100萬	2019	42.5%	1	4	NA
675	901	787萬	2011		1	4	NA
675	901	718萬	2012	1.3%	1	4	NA
677	901	726萬	2010		1	4	NA
677	901	725萬	2010		1	4	NA
677	901	818萬	2016	15.5%	1	4	NA
677	901	735萬	2013	1.9%	1	4	NA
677	901	868萬	2015	20.6%	1	4	NA
677	901	768萬	2012	6.9%	1	4	NA
677	901	1,090萬	2018	55.2%	1	4	NA
677	901	1,208萬	2018	69.2%	1	4	NA
677	901	708萬	2012	0.6%	1	4	NA
677	901	848萬	2015	21.5%	1	4	NA
677	901	709萬	2010		1	4	NA
677	901	996萬	2017	40.7%	1	4	NA
677	901	785萬	2014	11.2%	1	4	NA
677	901	783萬	2013	11.1%	1	4	NA
677	901	786萬	2016	11.8%	1	4	NA
677	901	830萬	2015	17.4%	1	4	NA
677	901	700萬	2010		1	4	NA
677	901	699萬	2010		1	4	NA
677	901	690萬	2011	1.0%	1	4	NA
677	901	730萬	2012	5.0%	1	4	NA
677	901	694萬	2010		1	4	NA
677	901	693萬	2010		1	4	NA
677	901	708萬	2011	2.5%	1	4	NA
677	901	723萬	2011	4.6%	1	4	NA
677	901	674萬	2010		1	4	NA
677	901	1,279萬	2018	86.4%	1	4	NA
677	901	685萬	2010		1	4	NA
677	901	669萬	2010		1	4	NA
677	901	680萬	2010		1	4	NA
677	901	792萬	2016	19.3%	1	4	NA
677	901	656萬	2010		1	4	NA
677	901	669萬	2010		1	4	NA
677	901	1,195萬	2018	78.9%	1	4	NA
677	901	912萬	2017	43.2%	1	4	NA
677	901	850萬	2015	28.1%	1	4	NA
677	901	709萬	2011		1	4	NA
656	874	674萬	2010		1	4	NA
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	4	NB
					1	4	NB
785	1030	758萬	2010		1	4	NB
785	1030	773萬	2010		1	4	NB
785	1030	1,438萬	2018	86.7%	1	4	NB
785	1030	767萬	2010		1	4	NB
785	1030	1,400萬	2018	72.8%	1	4	NB
785	1030	749萬	2010		1	4	NB
785	1030	763萬	2010		1	4	NB
785	1030	761萬	2010		1	4	NB
785	1030	744萬	2016	--	1	4	NB
785	1030	908萬	2013	22.3%	1	4	NB
785	1030	741萬	2010		1	4	NB
785	1030	755萬	2010		1	4	NB
785	1030	1,110萬	2017	47.6%	1	4	NB
785	1030	735萬	2010		1	4	NB
785	1030	850萬	2014	13.5%	1	4	NB
785	1030	732萬	2010		1	4	NB
785	1030	800萬	2012	9.5%	1	4	NB
785	1030	729萬	2010		1	4	NB
785	1030	743萬	2010		1	4	NB
785	1030	743萬	2010		1	4	NB
785	1030	728萬	2010		1	4	NB
785	1030	1,438萬	2018	70.6%	1	4	NB
785	1030	743萬	2010		1	4	NB
785	1030	728萬	2010		1	4	NB
785	1030	743萬	2010		1	4	NB
785	1030	845萬	2014	13.8%	1	4	NB
785	1030	728萬	2010		1	4	NB
785	1030	785萬	2011	5.7%	1	4	NB
785	1030	743萬	2010		1	4	NB
785	1030	740萬	2010		1	4	NB
785	1030	740萬	2010		1	4	NB
785	1030	740萬	2010		1	4	NB
785	1030	740萬	2010		1	4	NB
785	1030	808萬	2013	9.2%	1	4	NB
785	1030	740萬	2010		1	4	NB
785	1030	753萬	2010		1	4	NB
785	1030	737萬	2010		1	4	NB
785	1030	753萬	2010		1	4	NB
785	1030	820萬	2014	9.0%	1	4	NB
785	1030	740萬	2010		1	4	NB
785	1030	948萬	2017	25.2%	1	4	NB
785	1030	747萬	2011		1	4	NB
實用(呎)	建築(呎)	價錢	年份(年)	升跌	1	4	NC
					1	4	NC
1769	2360	3,321萬	2011		1	4	NC
1039	1372	1,442萬	2010		1	4	NC
1039	1372	1,437萬	2010		1	4	NC
1039	1372	1,530萬	2017	6.8%	1	4	NC
1039	1372	1,430萬	2010		1	4	NC
1039	1372	1,427萬	2010		1	4	NC
1039	1373	1,501萬	2010		1	4	NC
1039	1373	1,250萬	2014	12.1%	1	4	NC
1039	1373	1,420萬	2010		1	4	NC
1039	1373	1,493萬	2010		1	4	NC
